temp_1,temp_2,temp_3,temp_4,temp_5,action_1,action_2,action_3,action_4,action_5,phase,reward,timestep
198.98426775495702,206.1459255997843,210.906461927294,220.27344420813475,200.74543796964284,0,1,0,1,0,warmup,,35
197.92938993887475,207.05012846258504,210.39958938762396,220.31933847558432,199.9792431476087,0,1,3,0,3,warmup,,36
196.92558252433838,207.90490894162534,209.88842678836812,220.2826866808301,199.50034340554862,0,2,0,1,0,warmup,,37
195.84798837424262,208.70207460130936,209.2111663370332,220.14033715642717,199.0304078148631,0,1,2,0,3,warmup,,38
194.8874467535386,209.33024571168696,208.75391843125362,219.62090153486295,198.5154218558293,0,2,0,0,0,warmup,,39
193.8862242513612,209.66739671492442,207.9061740643204,218.61150869856158,198.02504710376795,0,1,2,0,3,warmup,,40
192.88577111434947,209.63438425474862,207.33491166505107,217.30337363300626,197.68742799509087,0,0,0,0,0,warmup,,41
191.88601093285143,209.21052663587912,206.53781526803726,216.02474073143512,197.65932429734147,0,0,2,0,1,warmup,,42
190.88686636937715,208.41013496635833,206.19763645221437,214.82430486908288,198.13153421701634,0,0,0,0,1,warmup,,43
189.88826096418174,207.22107328176338,205.7543814877791,214.01701602511326,198.89744761763353,0,0,1,3,1,warmup,,44
188.89011688662274,206.01935034251383,205.77875236518122,213.3826697657249,200.01935603637227,0,0,0,0,1,warmup,,45
187.8924308029425,204.78670869855,205.66830391445055,212.81967051891925,201.1526751722833,0,0,1,3,1,warmup,,46
186.89519694900608,203.79189434107832,205.8475175988912,212.36752235608964,202.31424422741588,0,0,0,0,1,warmup,,47
185.89846200792454,202.697030080066,205.90739993087314,211.94527586389887,203.257712570719,0,0,1,3,1,warmup,,48
184.90220579604897,201.60296387023826,206.14689126236766,211.44039364433098,204.29282288969154,0,0,0,0,1,warmup,,49
183.9064282013836,200.5097309443624,206.03574515112453,210.7980055396963,205.32710474286927,0,0,1,2,1,warmup,,50
182.9111289884463,199.41726069645577,205.84444603301375,210.10958962832558,206.36053714931631,0,0,0,0,1,warmup,,51
181.9163080359699,198.32553633893642,205.32470321625047,209.13555591027009,207.3931053481223,0,0,2,0,1,warmup,,52
180.9219650976012,197.2344914615349,205.0847556386244,208.10246525297987,208.42475816676338,0,0,0,0,1,warmup,,53
179.92809985882772,196.1441817634219,204.95790642492815,206.84769409145923,209.45548141669215,0,0,1,0,1,warmup,,54
178.93471236838533,195.0546291402633,205.48146333280712,205.65441416008284,210.48523018313898,0,0,1,0,1,warmup,,55
177.94180217859102,193.9659633887144,206.30773309691878,204.372925419686,211.51402194009577,0,0,1,0,1,warmup,,56
176.9493698366262,192.87824373643028,207.7253810723784,203.23232709648425,212.54183798303995,0,0,1,0,1,warmup,,57
175.95741413303168,191.84712112840734,209.11280053153766,202.043471336863,213.5687053886328,0,0,1,0,1,warmup,,58
174.965946099803,190.66151356078728,210.5018386053655,200.85616972190473,214.594615417771,0,0,1,0,1,warmup,,59
173.97493638853493,189.56439106114203,211.63983074400016,199.67041739385357,215.61956917282748,0,0,1,0,1,warmup,,60
